Library,Symbol,Value,Description,Footprint,Datasheet
Sensor_Current,CQ-330A,CQ-330A,"High-Speed Response Coreless Current Sensor, Bidirectional, -31.8A to +31.8A, 66mV/A, VSOP-24",Sensor_Current:AKM_CQ_VSOP-24_5.6x7.9mm_P0.65mm,http://www.akm.com/akm/en/file/datasheet/CQ-330A.pdf
Reference_Voltage,MAX6071AAUT12+T,MAX6071AAUT12+T,"Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
Isolator,ISO1540,ISO1540,"I2C Isolator, 2.5 kVrms, Bidirectional clock and data, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/iso1541.pdf
Isolator,ISO1541,ISO1541,"I2C Isolator, 2.5 kVrms, Unidirectional Clock, Bidirectional data, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/iso1541.pdf
Isolator,ISO1642DWR,ISO1642DWR,"I2C Isolator with Bidirectional Clock and Data and two 1/1 Auxiliary GPIOs, SOIC-16",Package_SO:SOIC-16W_7.5x10.3mm_P1.27mm,https://www.ti.com/lit/ds/symlink/iso1642.pdf
Isolator,ISO1643DWR,ISO1643DWR,"I2C Isolator with Bidirectional Clock and Data and two 2/0 Auxiliary GPIOs, SOIC-16",Package_SO:SOIC-16W_7.5x10.3mm_P1.27mm,https://www.ti.com/lit/ds/symlink/iso1643.pdf
Isolator,ISO1644DWR,ISO1644DWR,"I2C Isolator with Bidirectional Clock and Data and three 2/1 Auxiliary GPIOs, SOIC-16",Package_SO:SOIC-16W_7.5x10.3mm_P1.27mm,https://www.ti.com/lit/ds/symlink/iso1644.pdf
Timer_PLL,CS2000-CP,CS2000-CP,"Fractional-N Clock Synthesizer & Clock Multiplier, MSOP-10",Package_SO:MSOP-10_3x3mm_P0.5mm,https://statics.cirrus.com/pubs/proDatasheet/CS2000-CP_F3.pdf
Reference_Voltage,LM285M-ADJ,LM285M-ADJ,"Adjustable Micropower Voltage Reference Diodes, SO-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/lm185-adj.pdf
Oscillator,SiT8008xx-1x-xxE,SiT8008xx-1x-xxE,"SiTime Low Power Mems programmable oscillator, 1MHz to 110MHz, PQFN-4, 2.5x2.0mm (with output enable pin)",Oscillator:Oscillator_SMD_SiT_PQFN-4Pin_2.5x2.0mm,https://www.sitime.com/support/resource-library/datasheets/sit8008-datasheet
Oscillator,SiT9365xx-xBx-xxE,SiT9365xx-xBx-xxE,"SiTime Standard Frequency Ultra-low Jitter Differential Oscillator, 25-325MHz, PQFD-6, 3.2x2.5mm (with enable pin)",Oscillator:Oscillator_SMD_SiTime_PQFD-6L_3.2x2.5mm,https://www.sitime.com/datasheet/SiT9365
Oscillator,SiT9366xx-xBx-xxE,SiT9366xx-xBx-xxE,"SiTime Standard Frequency Ultra-low Jitter Differential Oscillator, 1 MHz and 220MHz, PQFD-6, 3.2x2.5mm (with enable pin)",Oscillator:Oscillator_SMD_SiTime_PQFD-6L_3.2x2.5mm,https://www.sitime.com/datasheet/SiT9366
Oscillator,SiT9367xx-xBx-xxE,SiT9367xx-xBx-xxE,"SiTime Standard Frequency Ultra-low Jitter Differential Oscillator, 220.000001-725MHz, PQFD-6, 3.2x2.5mm (with enable pin)",Oscillator:Oscillator_SMD_SiTime_PQFD-6L_3.2x2.5mm,https://www.sitime.com/datasheet/SiT9367
Reference_Voltage,MAX6071AAUT50+T,MAX6071AAUT50+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6071AAUT18+T,MAX6071AAUT18+T,"Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Battery_Management,MCP73871-4CA,MCP73871-4CA,"Single cell, Li-Ion/Li-Po charge management controller, 4.40V, 6h safety timer",Package_DFN_QFN:QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,http://www.mouser.com/ds/2/268/22090a-52174.pdf
Comparator,MCP65R41,MCP65R41,"3 μA Comparator with Integrated Reference Voltage, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,http://ww1.microchip.com/downloads/en/DeviceDoc/22269B.pdf
Comparator,MCP65R46,MCP65R46,"3 μA Comparator with Integrated Reference Voltage, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,http://ww1.microchip.com/downloads/en/DeviceDoc/22269B.pdf
Power_Management,TSM102,TSM102,"Dual Operational Amplifier and Dual Comparator and 1% Voltage Reference, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,http://www.st.com/resource/en/datasheet/tsm102.pdf
Power_Management,TSM103W,TSM103W,"Dual Operational Amplifier and 2.5V 1% Voltage Reference, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.st.com/resource/en/datasheet/tsm103w.pdf
Battery_Management,MCP73871-3CA,MCP73871-3CA,"Single cell, Li-Ion/Li-Po charge management controller, 4.35V, 6h safety timer",Package_DFN_QFN:QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,http://www.mouser.com/ds/2/268/22090a-52174.pdf
Sensor,BL0937,BL0937,"Single Phase Energy Meter IC with Integrated Oscillator, SOP-8",Package_SO:SOP-8_3.9x4.9mm_P1.27mm,http://www.belling.com.cn/media/file_object/bel_product/BL0937/datasheet/BL0937_V1.02_en.pdf
Reference_Voltage,MAX6071AAUT21+T,MAX6071AAUT21+T,"Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Timer_RTC,BQ32000,BQ32000,"Serial, I2C Real-time clock, Trickle charger, 3V to 3.6V VCC, -40°C to +85°C, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/bq32000.pdf
Oscillator,MAX7375AXR185,MAX7375AXR185,"Silicon Clock Oscillator 1.84MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Oscillator,MAX7375AXR365,MAX7375AXR365,"Silicon Clock Oscillator 3.58MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Oscillator,MAX7375AXR375,MAX7375AXR375,"Silicon Clock Oscillator 3.69MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Oscillator,MAX7375AXR405,MAX7375AXR405,"Silicon Clock Oscillator 4MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Oscillator,MAX7375AXR425,MAX7375AXR425,"Silicon Clock Oscillator 4.19MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Oscillator,MAX7375AXR805,MAX7375AXR805,"Silicon Clock Oscillator 8MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Regulator_Linear,TC1014-xCT,TC1014-xCT,"50 mA CMOS LDOs with Shutdown and Reference Bypass, SOT-23-5",Package_TO_SOT_SMD:SOT-23-5,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21335e.pdf
Interface_Ethernet,KSZ8081RNA,KSZ8081RNA,"10BASE-T/100BASE-TX PHY with RMII Support, 25 MHz input clock/50 MHz output, QFN-24",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,http://ww1.microchip.com/downloads/en/DeviceDoc/00002199A.pdf
Timer,MC14541BD,MC14541BD,"18V, Programmable Timer, SOIC-14",Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,https://www.onsemi.com/pdf/datasheet/mc14541b-d.pdf
Timer,MC1455B,MC1455B,"Timer, 555 compatible, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.onsemi.com/pub/Collateral/MC1455-D.PDF
Interface,MC6840,MC6840,"Motorola Programmable Timer Module, 1.0MHz, DIP-28",Package_DIP:DIP-28_W15.24mm,http://pdf.datasheetcatalog.com/datasheet/motorola/MC6840.pdf
Interface,MC68A40,MC68A40,"Motorola Programmable Timer Module, 1.5MHz, DIP-28",Package_DIP:DIP-28_W15.24mm,http://pdf.datasheetcatalog.com/datasheet/motorola/MC6840.pdf
Oscillator,MAX7375AXR105,MAX7375AXR105,"Silicon Clock Oscillator 1MHz, SC-70-3",Package_TO_SOT_SMD:SOT-323_SC-70,https://datasheets.maximintegrated.com/en/ds/MAX7375.pdf
Timer_RTC,BQ32002,BQ32002,"Serial, I2C Real-time clock, 3V to 3.6V VCC, -40°C to +85°C, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/bq32002.pdf
Reference_Voltage,MAX6071BAUT50+T,MAX6071BAUT50+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6071AAUT25+T,MAX6071AAUT25+T,"Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6071AAUT30+T,MAX6071AAUT30+T,"Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6071AAUT30V+T,MAX6071AAUT30V+T,"Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6071AAUT33+T,MAX6071AAUT33+T,"Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Timer,LTC6994xS6-2,LTC6994xS6-2,"TimerBlox Debouncer, Programmable, Noise Discriminator, Rising and Falling Edges, TSOT-23-6",Package_TO_SOT_SMD:TSOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/699412fb.pdf
Power_Supervisor,MAX6374,MAX6374,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Power_Supervisor,MAX6369,MAX6369,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Power_Supervisor,MAX6370,MAX6370,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Power_Supervisor,MAX6371,MAX6371,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Power_Supervisor,MAX6372,MAX6372,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Power_Supervisor,MAX6373,MAX6373,"Precision Pin-Selectable Watchdog Timer, 200us to 60s, SOT-23-8",Package_TO_SOT_SMD:SOT-23-8,https://datasheets.maximintegrated.com/en/ds/MAX6369-MAX6374.pdf
Interface,MC68B40,MC68B40,"Motorola Programmable Timer Module, 2.0MHz, DIP-28",Package_DIP:DIP-28_W15.24mm,http://pdf.datasheetcatalog.com/datasheet/motorola/MC6840.pdf
Timer,LTC6994xS6-1,LTC6994xS6-1,"TimerBlox Delay Block, Programmable, Noise Discriminator, Rising or Falling Edge, TSOT-23-6",Package_TO_SOT_SMD:TSOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/699412fb.pdf
LED,HDSP-4832,HDSP-4832,"10-element LED arrays, Mix of high efficient red, yellow and green",Display:HDSP-4832,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4830,HDSP-4830,"10-element LED arrays, high efficient red",Display:HDSP-4830,https://docs.broadcom.com/docs/AV02-1798EN
Oscillator,FT5HN,FT5HN,HCMOS temperature compensated oscillator,Oscillator:Oscillator_SMD_Fox_FT5H_5.0x3.2mm,https://foxonline.com/wp-content/uploads/pdfs/T5HN_T5HV.pdf
LED,HDSP-4830_2,HDSP-4830_2,"BAR GRAPH 10 segment block, high efficiency red",Display:HDSP-4830,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4832_2,HDSP-4832_2,"BAR GRAPH 10 segment block, Mix of high efficiency red, yellow and green",Display:HDSP-4832,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4836,HDSP-4836,"10-element LED arrays, Mix of high efficient red, yellow and green",Display:HDSP-4836,https://docs.broadcom.com/docs/AV02-1798EN
Display_Character,HDSP-A403,HDSP-A403,"One digit 7 segment orange, common cathode",Display_7Segment:HDSP-A401,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-A401,HDSP-A401,"One digit 7 segment orange, common anode",Display_7Segment:HDSP-A401,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-A153,HDSP-A153,"One digit 7 segment red, common cathode",Display_7Segment:HDSP-A151,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-A151,HDSP-A151,"One digit 7 segment red, common anode",Display_7Segment:HDSP-A151,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7808,HDSP-7808,"+-1 overflow 7 segment green, common cathode",Display_7Segment:HDSP-7807,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7807,HDSP-7807,"+-1 overflow 7 segment green, common anode",Display_7Segment:HDSP-7807,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7803,HDSP-7803,"One digit 7 segment green, common cathode",Display_7Segment:HDSP-7801,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7801,HDSP-7801,"One digit 7 segment green, common anode",Display_7Segment:HDSP-7801,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7508,HDSP-7508,"+-1 overflow 7 segment high efficiency red, common cathode",Display_7Segment:HDSP-7507,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7507,HDSP-7507,"+-1 overflow 7 segment high efficiency red, common anode",Display_7Segment:HDSP-7507,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7503,HDSP-7503,"One digit 7 segment high efficiency red, common cathode",Display_7Segment:HDSP-A151,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7501,HDSP-7501,"One digit 7 segment high efficiency red, common anode",Display_7Segment:HDSP-A151,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7403,HDSP-7403,"One digit 7 segment yellow, common cathode",Display_7Segment:HDSP-7401,https://docs.broadcom.com/docs/AV02-2553EN
Display_Character,HDSP-7401,HDSP-7401,"One digit 7 segment yellow, common anode",Display_7Segment:HDSP-7401,https://docs.broadcom.com/docs/AV02-2553EN
LED,HDSP-4850_2,HDSP-4850_2,"BAR GRAPH 10 segment block, green",Display:HDSP-4850,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4850,HDSP-4850,"10-element LED arrays, Green",Display:HDSP-4850,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4840_2,HDSP-4840_2,"BAR GRAPH 10 segment block, yellow",Display:HDSP-4840,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4840,HDSP-4840,"10-element LED arrays, Yellow",Display:HDSP-4840,https://docs.broadcom.com/docs/AV02-1798EN
LED,HDSP-4836_2,HDSP-4836_2,"BAR GRAPH 10 segment block, Mix of high efficiency red, yellow and green",Display:HDSP-4836,https://docs.broadcom.com/docs/AV02-1798EN
Timer,LTC6994xDCB-2,LTC6994xDCB-2,"TimerBlox Debouncer, Programmable, Noise Discriminator, Rising and Falling Edges, DFN-6",Package_DFN_QFN:DFN-6-1EP_3x2mm_P0.5mm_EP1.65x1.35mm,https://www.analog.com/media/en/technical-documentation/data-sheets/699412fb.pdf
Timer,LMC555xM,LMC555xM,"CMOS Timer, 555 compatible, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/lmc555.pdf
Timer_PLL,ICS525R-02,ICS525R-02,"User configurable clock up to 200 MHz, SSOP-28",Package_SO:SSOP-28_3.9x9.9mm_P0.635mm,https://www.idt.com/document/dst/525-01-02-datasheet
Timer_PLL,ICS525-01R,ICS525-01R,"User configurable clock up to 160 MHz, SSOP-28",Package_SO:SSOP-28_3.9x9.9mm_P0.635mm,https://www.idt.com/document/dst/525-01-02-datasheet
Timer,ICM7555xB,ICM7555xB,"CMOS General Purpose Timer, 555 compatible, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.intersil.com/content/dam/Intersil/documents/icm7/icm7555-56.pdf
DSP_Microchip_DSPIC33,DSPIC33FJ64MC802-xSP,DSPIC33FJ64MC802-xSP,"40 MIPS, 64k Flash, 16k SRAM, DIP-28",Package_DIP:DIP-28_W7.62mm,http://ww1.microchip.com/downloads/en/DeviceDoc/70291G.pdf
DSP_Microchip_DSPIC33,DSPIC33FJ64GP306A-IMR,DSPIC33FJ64GP306A-IMR,"40MIPS, 64k Flash, 16k SRAM, QFN-64",Package_DFN_QFN:QFN-64-1EP_9x9mm_P0.5mm_EP5.4x5.4mm,http://ww1.microchip.com/downloads/en/DeviceDoc/70593d.pdf
DSP_Microchip_DSPIC33,DSPIC33EP256MU810-xPT,DSPIC33EP256MU810-xPT,"High-Performance, 16-bit Digital Signal Controller, 40MIPS, 256k Flash, 30k SRAM, TQFP-100",Package_QFP:TQFP-100_14x14mm_P0.5mm,http://ww1.microchip.com/downloads/en/DeviceDoc/70616g.pdf
DSP_Motorola,DSP56301,DSP56301,24-Bit Digital Signal Processor with PCI bus interface,Package_QFP:PQFP-208_28x28mm_P0.5mm,https://www.nxp.com/docs/en/data-sheet/DSP56301DS.pdf
Battery_Management,LTC4001-1,LTC4001-1,"Single cell (4.1V) programmable synchronous buck Li-Ion charger, 2A, 5.5V input, QFN-16",Package_DFN_QFN:QFN-16-1EP_4x4mm_P0.65mm_EP2.15x2.15mm,https://www.analog.com/media/en/technical-documentation/data-sheets/40011fa.pdf
Converter_DCDC,TMR-0512,TMR-0512,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 4.5V-9V input, 12V fixed Output Voltage, SIP-8",Converter_DCDC:Converter_DCDC_TRACO_TMR-xxxx_THT,https://www.tracopower.com/products/tmr2.pdf
Amplifier_Difference,AMC1100DWV,AMC1100DWV,"Fully-differential isolated amplifier, fixed gain = 8, peak isolation voltage 4250V, transient immunity 2.5kV/us, UL1577/IEC60747-5-2 approved, SOIC-8",Package_SO:SOIC-8_7.5x5.85mm_P1.27mm,http://www.ti.com/lit/ds/symlink/amc1100.pdf
Interface,AM26LV32xD,AM26LV32xD,"32Mbps 3.3V RS485 Quad Line Receivers, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,http://www.ti.com/lit/ds/symlink/am26lv32.pdf
Interface,AM26LS31CD,AM26LS31CD,"32Mbps 3.3V RS485 Quad Line Drivers, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,https://www.ti.com/lit/ds/symlink/am26ls31.pdf
Isolator_Analog,AMC3330,AMC3330,"Reinforced Isolated Amplifier With Integrated DC/DC Converter, SOIC-16W",Package_SO:SOIC-16W_7.5x10.3mm_P1.27mm,https://www.ti.com/lit/ds/symlink/amc3330.pdf
Filter,0603USB-951,0603USB-951,"Coilcraft common mode choke, 500mA, 250VAC, 63nH, 142mohm, 2.8Ghz",Inductor_SMD:L_CommonModeChoke_Coilcraft_0603USB,https://www.coilcraft.com/pdfs/0603usb.pdf
Interface,TCA9801,TCA9801,"Level-Translating I2C Bus Buffer/Repeater 1.1mA Current Source, VSSOP-8",Package_SO:VSSOP-8_3x3mm_P0.65mm,http://www.ti.com/lit/ds/symlink/tca9801.pdf
LED,LED_Cree_XHP70_6V,LED_Cree_XHP70_6V,"XLamp® XHP70 LED, 6V footprint (2x2 serial LEDs in parallel)",LED_SMD:LED_Cree-XHP70_6V,http://www.cree.com/%7E/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP70.pdf
LED,LED_Cree_XHP70_12V,LED_Cree_XHP70_12V,"XLamp® XHP70 LED, 12V footprint (all 4 LEDs in series)",LED_SMD:LED_Cree-XHP70_12V,http://www.cree.com/%7E/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/ds%20XHP70.pdf
Battery_Management,DW01A,DW01A,"Overcharge, overcurrent and overdischarge protection IC for single cell lithium-ion/polymer battery",Package_TO_SOT_SMD:SOT-23-6,https://hmsemi.com/downfile/DW01A.PDF
Interface,TCA9802,TCA9802,"Level-Translating I2C Bus Buffer/Repeater 2.2mA Current Source, VSSOP-8",Package_SO:VSSOP-8_3x3mm_P0.65mm,http://www.ti.com/lit/ds/symlink/tca9802.pdf
Converter_DCDC,TMR-1212,TMR-1212,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 9V-18V input, 12V fixed Output Voltage, SIP-8",Converter_DCDC:Converter_DCDC_TRACO_TMR-xxxx_THT,https://www.tracopower.com/products/tmr2.pdf
Amplifier_Difference,AMC1200BDWV,AMC1200BDWV,"Fully-differential isolated amplifier, ±250-mV input, fixed gain = 8, peak isolation voltage 4250V, transient immunity 10kV/us, UL1577/VDE V 0884-10 approved, SOIC-8",Package_SO:SOIC-8_7.5x5.85mm_P1.27mm,http://www.ti.com/lit/ds/symlink/amc1200.pdf
Battery_Management,LTC3555-3,LTC3555-3,"High Efficiency USB Power Manager + Triple Step-Down DC/DC, instant-on power, 4.1V float, QFN-28",Package_DFN_QFN:QFN-28-1EP_4x5mm_P0.5mm_EP2.65x3.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/3555fe.pdf
Interface_Ethernet,LAN9512,LAN9512,"Two USB 2.0 hub with an integrated 10/100 Ethernet controller (0°C to +70°C), QFN-48",Package_DFN_QFN:QFN-64-1EP_9x9mm_P0.5mm_EP7.3x7.3mm,http://ww1.microchip.com/downloads/en/DeviceDoc/00002304A.pdf
Battery_Management,LTC4001,LTC4001,"Single cell (4.2V) programmable synchronous buck Li-Ion charger, 2A, 5.5V input, QFN-16",Package_DFN_QFN:QFN-16-1EP_4x4mm_P0.65mm_EP2.15x2.15mm,https://www.analog.com/media/en/technical-documentation/data-sheets/4001f.pdf
Amplifier_Operational,L272D,L272D,"Dual Power Operation Amplifier, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,www.st.com/resource/en/datasheet/l272.pdf
Converter_DCDC,TMR-2412,TMR-2412,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 18V-36V input, 12V fixed Output Voltage, SIP-8",Converter_DCDC:Converter_DCDC_TRACO_TMR-xxxx_THT,https://www.tracopower.com/products/tmr2.pdf
Amplifier_Difference,AMC1300BDWV,AMC1300BDWV,"Fully-differental precision isolated amplifier, ±250-mV Input, reinforced isloation, fixed Gain = 8.2, peak isolation voltage 7071V, transient immunity 100kV/us, UL1577/VDE V 0884-11 approved, SOIC-8",Package_SO:SOIC-8_7.5x5.85mm_P1.27mm,http://www.ti.com/lit/ds/symlink/amc1300.pdf
Battery_Management,LTC3555-1,LTC3555-1,"High Efficiency USB Power Manager + Triple Step-Down DC/DC, instant-on power, 4.2V float, QFN-28",Package_DFN_QFN:QFN-28-1EP_4x5mm_P0.5mm_EP2.65x3.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/3555fe.pdf
Analog,LF398_SOIC14,LF398_SOIC14,"Sample And Hold Unity Gain Follower, SOIC-14",Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,http://www.ti.com/lit/ds/symlink/lf398-n.pdf
Memory_Flash,W25Q128JVS,W25Q128JVS,"128Mbit / 16MiB Serial Flash Memory, Standard/Dual/Quad SPI, 2.7-3.6V, SOIC-8",Package_SO:SOIC-8_5.3x5.3mm_P1.27mm,https://www.winbond.com/resource-files/w25q128jv_dtr%20revc%2003272018%20plus.pdf
Battery_Management,LTC3555,LTC3555,"High Efficiency USB Power Manager + Triple Step-Down DC/DC, 4.2V float, QFN-28",Package_DFN_QFN:QFN-28-1EP_4x5mm_P0.5mm_EP2.65x3.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/3555fe.pdf
Battery_Management,LTC3553,LTC3553,"Micropower USB Power Manager With Li-Ion Charger, LDO and Buck Regulator, 4.2V float, QFN-20",Package_DFN_QFN:QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,https://www.analog.com/media/en/technical-documentation/data-sheets/3553fc.pdf
Driver_Motor,DRV8461SPWP,DRV8461SPWP,"65V, 3A SPI Stepper motor controller with integrated MOSFETs, automatic torque, automatic microstep, HTSSOP-28",Package_SO:Texas_PWP0020A,https://www.ti.com/lit/ds/symlink/drv8461.pdf
Converter_DCDC,TMR2-4812WI,TMR2-4812WI,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 18V-75V input, 12V fixed Output Voltage, SIP-9",Converter_DCDC:Converter_DCDC_TRACO_TMR-2xxxxWI_THT,https://www.tracopower.com/products/tmr2wi.pdf
Converter_DCDC,TMR2-2412WI,TMR2-2412WI,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 9V-36V input, 12V fixed Output Voltage, SIP-9",Converter_DCDC:Converter_DCDC_TRACO_TMR-2xxxxWI_THT,https://www.tracopower.com/products/tmr2wi.pdf
Converter_DCDC,TMR-4812,TMR-4812,"165mA Regulated 2W DC/DC converter with 1.5kV isolation, 36V-75V input, 12V fixed Output Voltage, SIP-8",Converter_DCDC:Converter_DCDC_TRACO_TMR-xxxx_THT,https://www.tracopower.com/products/tmr2.pdf
Interface_Ethernet,LAN9513,LAN9513,"Three USB 2.0 hub with an integrated 10/100 Ethernet controller (0°C to +70°C), QFN-48",Package_DFN_QFN:QFN-64-1EP_9x9mm_P0.5mm_EP7.3x7.3mm,http://ww1.microchip.com/downloads/en/DeviceDoc/00002305A.pdf
Power_Protection,SRV05-4,SRV05-4,"ESD Protection Diodes with Low Clamping Voltage, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,http://www.onsemi.com/pub/Collateral/SRV05-4-D.PDF
